index,original_normalized,شماره سوره,شماره آیه,predicted_sure
10##10,دعواهم فيها سبحانك اللهم و تحيتهم فيها سلام و اخر دعواهم ان الحمد لله رب العالمين,10,10,10
10##11,و لو يعجل الله للناس الشر استعجالهم بالخير لقضي اليهم اجلهم فنذر الذين لا يرجون لقا نا في طغيانهم يعمهون,10,11,10
10##12,و اذا مس الانسان الضر دعانا لجنبه او قاعدا او قائما فلما كشفنا عنه ضره مر كان لم يدعنا الي ضر مسه كذلك زين للمسرفين ما كانوا يعملون,10,12,10
10##13,و لقد اهلكنا القرون من قبلكم لما ظلموا و جا تهم رسلهم بالبينات و ما كانوا ليومنوا كذلك نجزي القوم المجرمين,10,13,10
10##14,ثم جعلناكم خلائف في الارض من بعدهم لننظر كيف تعملون,10,14,10
10##15,و اذا تتلي عليهم اياتنا بينات قال الذين لا يرجون لقا نا ائت بقران غير هذا او بدله قل ما يكون لي ان ابدله من تلقا نفسي ان اتبع الا ما يوحي الي اني اخاف ان عصيت ربي عذاب يوم عظيم,10,15,6
10##16,قل لو شا الله ما تلوته عليكم و لا ادراكم به فقد لبثت فيكم عمرا من قبله ا فلا تعقلون,10,16,10
10##17,فمن اظلم ممن افتري علي الله كذبا او كذب باياته انه لا يفلح المجرمون,10,17,10
10##18,و يعبدون من دون الله ما لا يضرهم و لا ينفعهم و يقولون هولا شفعاونا عند الله قل ا تنبئون الله بما لا يعلم في السماوات و لا في الارض سبحانه و تعالي عما يشركون,10,18,10
10##19,و ما كان الناس الا امه واحده فاختلفوا و لو لا كلمه سبقت من ربك لقضي بينهم فيما فيه يختلفون,10,19,10
10##20,و يقولون لو لا انزل عليه ايه من ربه فقل انما الغيب لله فانتظروا اني معكم من المنتظرين,10,20,18
10##21,و اذا اذقنا الناس رحمه من بعد ضرا مستهم اذا لهم مكر في اياتنا قل الله اسرع مكرا ان رسلنا يكتبون ما تمكرون,10,21,10
10##22,هو الذي يسيركم في البر و البحر حتي اذا كنتم في الفلك و جرين بهم بريح طيبه و فرحوا بها جا تها ريح عاصف و جا هم الموج من كل مكان و ظنوا انهم احيط بهم دعوا الله مخلصين له الدين لئن انجيتنا من هذه لنكونن من الشاكرين,10,22,10
10##23,فلما انجاهم اذا هم يبغون في الارض بغير الحق يا ايها الناس انما بغيكم علي انفسكم متاع الحياه الدنيا ثم الينا مرجعكم فننبئكم بما كنتم تعملون,10,23,10
10##24,انما مثل الحياه الدنيا كما انزلناه من السما فاختلط به نبات الارض مما ياكل الناس و الانعام حتي اذا اخذت الارض زخرفها و ازينت و ظن اهلها انهم قادرون عليها اتاها امرنا ليلا او نهارا فجعلناها حصيدا كان لم تغن بالامس كذلك نفصل الايات لقوم يتفكرون,10,24,10
10##25,و الله يدعو الي دار السلام و يهدي من يشا الي صراط مستقيم,10,25,10
10##26,للذين احسنوا الحسني و زياده و لا يرهق وجوههم قتر و لا ذله اولئك اصحاب الجنه هم فيها خالدون,10,26,10
10##27,و الذين كسبوا السيئات جزا سيئه بمثلها و ترهقهم ذله ما لهم من الله من عاصم كانما اغشيت وجوههم قطعا من الليل مظلما اولئك اصحاب النار هم فيها خالدون,10,27,10
10##28,و يوم نحشرهم جميعا ثم نقول للذين اشركوا مكانكم انتم و شركاوكم فزيلنا بينهم و قال شركاوهم ما كنتم ايانا تعبدون,10,28,10
10##29,فكفي بالله شهيدا بيننا و بينكم ان كنا عن عبادتكم لغافلين,10,29,10
10##30,هنالك تبلو كل نفس ما اسلفت و ردوا الي الله مولاهم الحق و ضل عنهم ما كانوا يفترون,10,30,10
10##31,قل من يرزقكم من السما و الارض امن يملك السمع و الابصار و من يخرج الحي من الميت و يخرج الميت من الحي و من يدبر الامر فسيقولون الله فقل ا فلا تتقون,10,31,10
10##32,فذلكم الله ربكم الحق فما ذا بعد الحق الا الضلال فاني تصرفون,10,32,10
10##33,كذلك حقت كلمه ربك علي الذين فسقوا انهم لا يومنون,10,33,10
10##34,قل هل من شركائكم من يبدا الخلق ثم يعيده قل الله يبدا الخلق ثم يعيده فاني توفكون,10,34,10
10##35,قل هل من شركائكم من يهدي الي الحق قل الله يهدي للحق ا فمن يهدي الي الحق احق ان يتبع امن لا يهدي الا ان يهدي فما لكم كيف تحكمون,10,35,10
10##36,و ما يتبع اكثرهم الا ظنا ان الظن لا يغني من الحق شيئا ان الله عليم بما يفعلون,10,36,10
10##37,و ما كان هذا القران ان يفتري من دون الله و لكن تصديق الذي بين يديه و تفصيل الكتاب لا ريب فيه من رب العالمين,10,37,10
10##38,ام يقولون افتراه قل فاتوا بسوره مثله و ادعوا من استطعتم من دون الله ان كنتم صادقين,10,38,10
10##39,بل كذبوا بما لم يحيطوا بعلمه و لما ياتهم تاويله كذلك كذب الذين من قبلهم فانظر كيف كان عاقبه الظالمين,10,39,10
10##40,و منهم من يومن به و منهم من لا يومن به و ربك اعلم بالمفسدين,10,40,10
10##41,و ان كذبوك فقل لي عملي و لكم عملكم انتم بريئون مما اعمل و انا بري مما تعملون,10,41,10
10##42,و منهم من يستمعون اليك ا فانت تسمع الصم و لو كانوا لا يعقلون,10,42,10
10##43,و منهم من ينظر اليك ا فانت تهدي العمي و لو كانوا لا يبصرون,10,43,10
10##44,ان الله لا يظلم الناس شيئا و لكن الناس انفسهم يظلمون,10,44,10
10##45,و يوم يحشرهم كان لم يلبثوا الا ساعه من النهار يتعارفون بينهم قد خسر الذين كذبوا بلقا الله و ما كانوا مهتدين,10,45,10
10##46,و اما نرينك بعض الذي نعدهم او نتوفينك فالينا مرجعهم ثم الله شهيد علي ما يفعلون,10,46,10
10##47,و لكل امه رسول فاذا جا رسولهم قضي بينهم بالقسط و هم لا يظلمون,10,47,10
10##48,و يقولون متي هذا الوعد ان كنتم صادقين,10,48,36
10##49,قل لا املك لنفسي ضرا و لا نفعا الا ما شا الله لكل امه اجل اذا جا اجلهم فلا يستاخرون ساعه و لا يستقدمون,10,49,10
10##50,قل ا رايتم ان اتاكم عذابه بياتا او نهارا ما ذا يستعجل منه المجرمون,10,50,10
10##51,ا ثم اذا ما وقع امنتم به الان و قد كنتم به تستعجلون,10,51,10
10##52,ثم قيل للذين ظلموا ذوقوا عذاب الخلد هل تجزون الا بما كنتم تكسبون,10,52,23
10##53,و يستنبئونك ا حق هو قل اي و ربي انه لحق و ما انتم بمعجزين,10,53,43
10##54,و لو ان لكل نفس ظلمت ما في الارض لافتدت به و اسروا الندامه لما راوا العذاب و قضي بينهم بالقسط و هم لا يظلمون,10,54,10
10##55,الا ان لله ما في السماوات و الارض الا ان وعد الله حق و لكن اكثرهم لا يعلمون,10,55,10
10##56,هو يحيي و يميت و اليه ترجعون,10,56,10
10##57,يا ايها الناس قد جا تكم موعظه من ربكم و شفا لما في الصدور و هدي و رحمه للمومنين,10,57,5
10##58,قل بفضل الله و برحمته فبذلك فليفرحوا هو خير مما يجمعون,10,58,10
10##59,قل ا رايتم ما انزل الله لكم من رزق فجعلتم منه حراما و حلالا قل الله اذن لكم ام علي الله تفترون,10,59,10
10##60,و ما ظن الذين يفترون علي الله الكذب يوم القيامه ان الله لذو فضل علي الناس و لكن اكثرهم لا يشكرون,10,60,10
10##61,و ما تكون في شان و ما تتلو منه من قران و لا تعملون من عمل الا كنا عليكم شهودا اذ تفيضون فيه و ما يعزب عن ربك من مثقال ذره في الارض و لا في السما و لا اصغر من ذلك و لا اكبر الا في كتاب مبين,10,61,20
10##62,الا ان اوليا الله لا خوف عليهم و لا هم يحزنون,10,62,10
10##63,الذين امنوا و كانوا يتقون,10,63,37
10##64,لهم البشري في الحياه الدنيا و في الاخره لا تبديل لكلمات الله ذلك هو الفوز العظيم,10,64,10
10##65,و لا يحزنك قولهم ان العزه لله جميعا هو السميع العليم,10,65,10
10##66,الا ان لله من في السماوات و من في الارض و ما يتبع الذين يدعون من دون الله شركا ان يتبعون الا الظن و ان هم الا يخرصون,10,66,3
10##67,هو الذي جعل لكم الليل لتسكنوا فيه و النهار مبصرا ان في ذلك لايات لقوم يسمعون,10,67,10
10##68,قالوا اتخذ الله ولدا سبحانه هو الغني له ما في السماوات و ما في الارض ان عندكم من سلطان بهذا ا تقولون علي الله ما لا تعلمون,10,68,16
10##69,قل ان الذين يفترون علي الله الكذب لا يفلحون,10,69,10
10##70,متاع في الدنيا ثم الينا مرجعهم ثم نذيقهم العذاب الشديد بما كانوا يكفرون,10,70,16
10##71,و اتل عليهم نبا نوح اذ قال لقومه يا قوم ان كان كبر عليكم مقامي و تذكيري بايات الله فعلي الله توكلت فاجمعوا امركم و شركا كم ثم لا يكن امركم عليكم غمه ثم اقضوا الي و لا تنظرون,10,71,10
10##72,فان توليتم فما سالتكم من اجر ان اجري الا علي الله و امرت ان اكون من المسلمين,10,72,10
10##73,فكذبوه فنجيناه و من معه في الفلك و جعلناهم خلائف و اغرقنا الذين كذبوا باياتنا فانظر كيف كان عاقبه المنذرين,10,73,10
10##74,ثم بعثنا من بعده رسلا الي قومهم فجا وهم بالبينات فما كانوا ليومنوا بما كذبوا به من قبل كذلك نطبع علي قلوب المعتدين,10,74,10
10##75,ثم بعثنا من بعدهم موسي و هارون الي فرعون و ملئه باياتنا فاستكبروا و كانوا قوما مجرمين,10,75,10
10##76,فلما جا هم الحق من عندنا قالوا ان هذا لسحر مبين,10,76,10
10##77,قال موسي ا تقولون للحق لما جا كم ا سحر هذا و لا يفلح الساحرون,10,77,10
10##78,قالوا ا جئتنا لتلفتنا عما وجدنا عليه ابا نا و تكون لكما الكبريا في الارض و ما نحن لكما بمومنين,10,78,10
10##79,و قال فرعون ائتوني بكل ساحر عليم,10,79,10
10##80,فلما جا السحره قال لهم موسي القوا ما انتم ملقون,10,80,10
10##81,فلما القوا قال موسي ما جئتم به السحر ان الله سيبطله ان الله لا يصلح عمل المفسدين,10,81,10
10##82,و يحق الله الحق بكلماته و لو كره المجرمون,10,82,15
10##83,فما امن لموسي الا ذريه من قومه علي خوف من فرعون و ملئهم ان يفتنهم و ان فرعون لعال في الارض و انه لمن المسرفين,10,83,10
10##84,و قال موسي يا قوم ان كنتم امنتم بالله فعليه توكلوا ان كنتم مسلمين,10,84,10
10##85,فقالوا علي الله توكلنا ربنا لا تجعلنا فتنه للقوم الظالمين,10,85,10
10##86,و نجنا برحمتك من القوم الكافرين,10,86,10
10##87,و اوحينا الي موسي و اخيه ان تبو ا لقومكما بمصر بيوتا و اجعلوا بيوتكم قبله و اقيموا الصلاه و بشر المومنين,10,87,10
10##88,و قال موسي ربنا انك اتيت فرعون و ملاه زينه و اموالا في الحياه الدنيا ربنا ليضلوا عن سبيلك ربنا اطمس علي اموالهم و اشدد علي قلوبهم فلا يومنوا حتي يروا العذاب الاليم,10,88,10
10##89,قال قد اجيبت دعوتكما فاستقيما و لا تتبعان سبيل الذين لا يعلمون,10,89,10
10##90,و جاوزنا ببني اسرائيل البحر فاتبعهم فرعون و جنوده بغيا و عدوا حتي اذا ادركه الغرق قال امنت انه لا اله الا الذي امنت به بنو اسرائيل و انا من المسلمين,10,90,10
10##91,الان و قد عصيت قبل و كنت من المفسدين,10,91,10
10##92,فاليوم ننجيك ببدنك لتكون لمن خلفك ايه و ان كثيرا من الناس عن اياتنا لغافلون,10,92,10
10##93,و لقد بوانا بني اسرائيل مبوا صدق و رزقناهم من الطيبات فما اختلفوا حتي جا هم العلم ان ربك يقضي بينهم يوم القيامه فيما كانوا فيه يختلفون,10,93,10
10##94,فان كنت في شك مما انزلنا اليك فاسال الذين يقر ون الكتاب من قبلك لقد جا ك الحق من ربك فلا تكونن من الممترين,10,94,27
10##95,و لا تكونن من الذين كذبوا بايات الله فتكون من الخاسرين,10,95,10
10##96,ان الذين حقت عليهم كلمه ربك لا يومنون,10,96,10
10##97,و لو جا تهم كل ايه حتي يروا العذاب الاليم,10,97,10
10##98,فلو لا كانت قريه امنت فنفعها ايمانها الا قوم يونس لما امنوا كشفنا عنهم عذاب الخزي في الحياه الدنيا و متعناهم الي حين,10,98,36
10##99,و لو شا ربك لامن من في الارض كلهم جميعا ا فانت تكره الناس حتي يكونوا مومنين,10,99,10
10##100,و ما كان لنفس ان تومن الا باذن الله و يجعل الرجس علي الذين لا يعقلون,10,100,10
10##101,قل انظروا ما ذا في السماوات و الارض و ما تغني الايات و النذر عن قوم لا يومنون,10,101,10
10##102,فهل ينتظرون الا مثل ايام الذين خلوا من قبلهم قل فانتظروا اني معكم من المنتظرين,10,102,10
10##103,ثم ننجي رسلنا و الذين امنوا كذلك حقا علينا ننج المومنين,10,103,10
10##104,قل يا ايها الناس ان كنتم في شك من ديني فلا اعبد الذين تعبدون من دون الله و لكن اعبد الله الذي يتوفاكم و امرت ان اكون من المومنين,10,104,10
10##105,و ان اقم وجهك للدين حنيفا و لا تكونن من المشركين,10,105,12
10##106,و لا تدع من دون الله ما لا ينفعك و لا يضرك فان فعلت فانك اذا من الظالمين,10,106,10
10##107,و ان يمسسك الله بضر فلا كاشف له الا هو و ان يردك بخير فلا راد لفضله يصيب به من يشا من عباده و هو الغفور الرحيم,10,107,10
10##108,قل يا ايها الناس قد جا كم الحق من ربكم فمن اهتدي فانما يهتدي لنفسه و من ضل فانما يضل عليها و ما انا عليكم بوكيل,10,108,10
10##109,و اتبع ما يوحي اليك و اصبر حتي يحكم الله و هو خير الحاكمين,10,109,10
11##1,الر كتاب احكمت اياته ثم فصلت من لدن حكيم خبير,11,1,16
11##2,الا تعبدوا الا الله انني لكم منه نذير و بشير,11,2,11
11##3,و ان استغفروا ربكم ثم توبوا اليه يمتعكم متاعا حسنا الي اجل مسمي و يوت كل ذي فضل فضله و ان تولوا فاني اخاف عليكم عذاب يوم كبير,11,3,11
11##4,الي الله مرجعكم و هو علي كل شي قدير,11,4,11
11##5,الا انهم يثنون صدورهم ليستخفوا منه الا حين يستغشون ثيابهم يعلم ما يسرون و ما يعلنون انه عليم بذات الصدور,11,5,11
11##6,و ما من دابه في الارض الا علي الله رزقها و يعلم مستقرها و مستودعها كل في كتاب مبين,11,6,11
11##7,و هو الذي خلق السماوات و الارض في سته ايام و كان عرشه علي الما ليبلوكم ايكم احسن عملا و لئن قلت انكم مبعوثون من بعد الموت ليقولن الذين كفروا ان هذا الا سحر مبين,11,7,11
11##8,و لئن اخرنا عنهم العذاب الي امه معدوده ليقولن ما يحبسه الا يوم ياتيهم ليس مصروفا عنهم و حاق بهم ما كانوا به يستهز ون,11,8,11
11##9,و لئن اذقنا الانسان منا رحمه ثم نزعناها منه انه ليئوس كفور,11,9,11
11##10,و لئن اذقناه نعما بعد ضرا مسته ليقولن ذهب السيئات عني انه لفرح فخور,11,10,6
11##11,الا الذين صبروا و عملوا الصالحات اولئك لهم مغفره و اجر كبير,11,11,11
11##12,فلعلك تارك بعض ما يوحي اليك و ضائق به صدرك ان يقولوا لو لا انزل عليه كنز او جا معه ملك انما انت نذير و الله علي كل شي وكيل,11,12,11
11##13,ام يقولون افتراه قل فاتوا بعشر سور مثله مفتريات و ادعوا من استطعتم من دون الله ان كنتم صادقين,11,13,11
11##14,فان لم يستجيبوا لكم فاعلموا انما انزل بعلم الله و ان لا اله الا هو فهل انتم مسلمون,11,14,11
11##15,من كان يريد الحياه الدنيا و زينتها نوف اليهم اعمالهم فيها و هم فيها لا يبخسون,11,15,11
11##16,اولئك الذين ليس لهم في الاخره الا النار و حبط ما صنعوا فيها و باطل ما كانوا يعملون,11,16,11
11##17,ا فمن كان علي بينه من ربه و يتلوه شاهد منه و من قبله كتاب موسي اماما و رحمه اولئك يومنون به و من يكفر به من الاحزاب فالنار موعده فلا تك في مريه منه انه الحق من ربك و لكن اكثر الناس لا يومنون,11,17,11
11##18,و من اظلم ممن افتري علي الله كذبا اولئك يعرضون علي ربهم و يقول الاشهاد هولا الذين كذبوا علي ربهم الا لعنه الله علي الظالمين,11,18,10
11##19,الذين يصدون عن سبيل الله و يبغونها عوجا و هم بالاخره هم كافرون,11,19,11
11##20,اولئك لم يكونوا معجزين في الارض و ما كان لهم من دون الله من اوليا يضاعف لهم العذاب ما كانوا يستطيعون السمع و ما كانوا يبصرون,11,20,26
11##21,اولئك الذين خسروا انفسهم و ضل عنهم ما كانوا يفترون,11,21,11
11##22,لا جرم انهم في الاخره هم الاخسرون,11,22,21
11##23,ان الذين امنوا و عملوا الصالحات و اخبتوا الي ربهم اولئك اصحاب الجنه هم فيها خالدون,11,23,3
11##24,مثل الفريقين كالاعمي و الاصم و البصير و السميع هل يستويان مثلا ا فلا تذكرون,11,24,11
11##25,و لقد ارسلنا نوحا الي قومه اني لكم نذير مبين,11,25,11
11##26,ان لا تعبدوا الا الله اني اخاف عليكم عذاب يوم اليم,11,26,11
11##27,فقال الملا الذين كفروا من قومه ما نراك الا بشرا مثلنا و ما نراك اتبعك الا الذين هم اراذلنا بادي الراي و ما نري لكم علينا من فضل بل نظنكم كاذبين,11,27,15
11##28,قال يا قوم ا رايتم ان كنت علي بينه من ربي و اتاني رحمه من عنده فعميت عليكم ا نلزمكموها و انتم لها كارهون,11,28,11
11##29,و يا قوم لا اسالكم عليه مالا ان اجري الا علي الله و ما انا بطارد الذين امنوا انهم ملاقو ربهم و لكني اراكم قوما تجهلون,11,29,26
11##30,و يا قوم من ينصرني من الله ان طردتهم ا فلا تذكرون,11,30,11
11##31,و لا اقول لكم عندي خزائن الله و لا اعلم الغيب و لا اقول اني ملك و لا اقول للذين تزدري اعينكم لن يوتيهم الله خيرا الله اعلم بما في انفسهم اني اذا لمن الظالمين,11,31,12
11##32,قالوا يا نوح قد جادلتنا فاكثرت جدالنا فاتنا بما تعدنا ان كنت من الصادقين,11,32,11
11##33,قال انما ياتيكم به الله ان شا و ما انتم بمعجزين,11,33,11
11##34,و لا ينفعكم نصحي ان اردت ان انصح لكم ان كان الله يريد ان يغويكم هو ربكم و اليه ترجعون,11,34,11
11##35,ام يقولون افتراه قل ان افتريته فعلي اجرامي و انا بري مما تجرمون,11,35,11
11##36,و اوحي الي نوح انه لن يومن من قومك الا من قد امن فلا تبتئس بما كانوا يفعلون,11,36,11
11##37,و اصنع الفلك باعيننا و وحينا و لا تخاطبني في الذين ظلموا انهم مغرقون,11,37,26
11##38,و يصنع الفلك و كلما مر عليه ملا من قومه سخروا منه قال ان تسخروا منا فانا نسخر منكم كما تسخرون,11,38,11
11##39,فسوف تعلمون من ياتيه عذاب يخزيه و يحل عليه عذاب مقيم,11,39,11
11##40,حتي اذا جا امرنا و فار التنور قلنا احمل فيها من كل زوجين اثنين و اهلك الا من سبق عليه القول و من امن و ما امن معه الا قليل,11,40,11
11##41,و قال اركبوا فيها بسم الله مجراها و مرساها ان ربي لغفور رحيم,11,41,11
11##42,و هي تجري بهم في موج كالجبال و نادي نوح ابنه و كان في معزل يا بني اركب معنا و لا تكن مع الكافرين,11,42,11
11##43,قال ساوي الي جبل يعصمني من الما قال لا عاصم اليوم من امر الله الا من رحم و حال بينهما الموج فكان من المغرقين,11,43,11
11##44,و قيل يا ارض ابلعي ما ك و يا سما اقلعي و غيض الما و قضي الامر و استوت علي الجودي و قيل بعدا للقوم الظالمين,11,44,11
11##45,و نادي نوح ربه فقال رب ان ابني من اهلي و ان وعدك الحق و انت احكم الحاكمين,11,45,11
11##46,قال يا نوح انه ليس من اهلك انه عمل غير صالح فلا تسالن ما ليس لك به علم اني اعظك ان تكون من الجاهلين,11,46,11
11##47,قال رب اني اعوذ بك ان اسالك ما ليس لي به علم و الا تغفر لي و ترحمني اكن من الخاسرين,11,47,11
11##48,قيل يا نوح اهبط بسلام منا و بركات عليك و علي امم ممن معك و امم سنمتعهم ثم يمسهم منا عذاب اليم,11,48,11
11##49,تلك من انبا الغيب نوحيها اليك ما كنت تعلمها انت و لا قومك من قبل هذا فاصبر ان العاقبه للمتقين,11,49,11
11##50,و الي عاد اخاهم هودا قال يا قوم اعبدوا الله ما لكم من اله غيره ان انتم الا مفترون,11,50,11
11##51,يا قوم لا اسالكم عليه اجرا ان اجري الا علي الذي فطرني ا فلا تعقلون,11,51,11
11##52,و يا قوم استغفروا ربكم ثم توبوا اليه يرسل السما عليكم مدرارا و يزدكم قوه الي قوتكم و لا تتولوا مجرمين,11,52,11
11##53,قالوا يا هود ما جئتنا ببينه و ما نحن بتاركي الهتنا عن قولك و ما نحن لك بمومنين,11,53,11
11##54,ان نقول الا اعتراك بعض الهتنا بسو قال اني اشهد الله و اشهدوا اني بري مما تشركون,11,54,11
11##55,من دونه فكيدوني جميعا ثم لا تنظرون,11,55,11
11##56,اني توكلت علي الله ربي و ربكم ما من دابه الا هو اخذ بناصيتها ان ربي علي صراط مستقيم,11,56,11
11##57,فان تولوا فقد ابلغتكم ما ارسلت به اليكم و يستخلف ربي قوما غيركم و لا تضرونه شيئا ان ربي علي كل شي حفيظ,11,57,3
11##58,و لما جا امرنا نجينا هودا و الذين امنوا معه برحمه منا و نجيناهم من عذاب غليظ,11,58,26
11##59,و تلك عاد جحدوا بايات ربهم و عصوا رسله و اتبعوا امر كل جبار عنيد,11,59,11
11##60,و اتبعوا في هذه الدنيا لعنه و يوم القيامه الا ان عادا كفروا ربهم الا بعدا لعاد قوم هود,11,60,11
11##61,و الي ثمود اخاهم صالحا قال يا قوم اعبدوا الله ما لكم من اله غيره هو انشاكم من الارض و استعمركم فيها فاستغفروه ثم توبوا اليه ان ربي قريب مجيب,11,61,11
11##62,قالوا يا صالح قد كنت فينا مرجوا قبل هذا ا تنهانا ان نعبد ما يعبد اباونا و اننا لفي شك مما تدعونا اليه مريب,11,62,11
11##63,قال يا قوم ا رايتم ان كنت علي بينه من ربي و اتاني منه رحمه فمن ينصرني من الله ان عصيته فما تزيدونني غير تخسير,11,63,11
11##64,و يا قوم هذه ناقه الله لكم ايه فذروها تاكل في ارض الله و لا تمسوها بسو فياخذكم عذاب قريب,11,64,11
11##65,فعقروها فقال تمتعوا في داركم ثلاثه ايام ذلك وعد غير مكذوب,11,65,11
11##66,فلما جا امرنا نجينا صالحا و الذين امنوا معه برحمه منا و من خزي يومئذ ان ربك هو القوي العزيز,11,66,11
11##67,و اخذ الذين ظلموا الصيحه فاصبحوا في ديارهم جاثمين,11,67,7
11##68,كان لم يغنوا فيها الا ان ثمود كفروا ربهم الا بعدا لثمود,11,68,11
11##69,و لقد جا ت رسلنا ابراهيم بالبشري قالوا سلاما قال سلام فما لبث ان جا بعجل حنيذ,11,69,11
11##70,فلما راي ايديهم لا تصل اليه نكرهم و اوجس منهم خيفه قالوا لا تخف انا ارسلنا الي قوم لوط,11,70,11
11##71,و امراته قائمه فضحكت فبشرناها باسحاق و من ورا اسحاق يعقوب,11,71,11
11##72,قالت يا ويلتي ا الد و انا عجوز و هذا بعلي شيخا ان هذا لشي عجيب,11,72,11
11##73,قالوا ا تعجبين من امر الله رحمه الله و بركاته عليكم اهل البيت انه حميد مجيد,11,73,11
11##74,فلما ذهب عن ابراهيم الروع و جا ته البشري يجادلنا في قوم لوط,11,74,11
11##75,ان ابراهيم لحليم اواه منيب,11,75,11
11##76,يا ابراهيم اعرض عن هذا انه قد جا امر ربك و انهم اتيهم عذاب غير مردود,11,76,21
11##77,و لما جا ت رسلنا لوطا سي بهم و ضاق بهم ذرعا و قال هذا يوم عصيب,11,77,27
11##78,و جا ه قومه يهرعون اليه و من قبل كانوا يعملون السيئات قال يا قوم هولا بناتي هن اطهر لكم فاتقوا الله و لا تخزون في ضيفي ا ليس منكم رجل رشيد,11,78,37
11##79,قالوا لقد علمت ما لنا في بناتك من حق و انك لتعلم ما نريد,11,79,11
11##80,قال لو ان لي بكم قوه او اوي الي ركن شديد,11,80,11
11##81,قالوا يا لوط انا رسل ربك لن يصلوا اليك فاسر باهلك بقطع من الليل و لا يلتفت منكم احد الا امراتك انه مصيبها ما اصابهم ان موعدهم الصبح ا ليس الصبح بقريب,11,81,11
11##82,فلما جا امرنا جعلنا عاليها سافلها و امطرنا عليها حجاره من سجيل منضود,11,82,11
11##83,مسومه عند ربك و ما هي من الظالمين ببعيد,11,83,11
11##84,و الي مدين اخاهم شعيبا قال يا قوم اعبدوا الله ما لكم من اله غيره و لا تنقصوا المكيال و الميزان اني اراكم بخير و اني اخاف عليكم عذاب يوم محيط,11,84,11
11##85,و يا قوم اوفوا المكيال و الميزان بالقسط و لا تبخسوا الناس اشيا هم و لا تعثوا في الارض مفسدين,11,85,11
11##86,بقيه الله خير لكم ان كنتم مومنين و ما انا عليكم بحفيظ,11,86,11
11##87,قالوا يا شعيب ا صلاتك تامرك ان نترك ما يعبد اباونا او ان نفعل في اموالنا ما نشا انك لانت الحليم الرشيد,11,87,11
11##88,قال يا قوم ا رايتم ان كنت علي بينه من ربي و رزقني منه رزقا حسنا و ما اريد ان اخالفكم الي ما انهاكم عنه ان اريد الا الاصلاح ما استطعت و ما توفيقي الا بالله عليه توكلت و اليه انيب,11,88,11
11##89,و يا قوم لا يجرمنكم شقاقي ان يصيبكم مثل ما اصاب قوم نوح او قوم هود او قوم صالح و ما قوم لوط منكم ببعيد,11,89,11
11##90,و استغفروا ربكم ثم توبوا اليه ان ربي رحيم ودود,11,90,11
11##91,قالوا يا شعيب ما نفقه كثيرا مما تقول و انا لنراك فينا ضعيفا و لو لا رهطك لرجمناك و ما انت علينا بعزيز,11,91,11
11##92,قال يا قوم ا رهطي اعز عليكم من الله و اتخذتموه ورا كم ظهريا ان ربي بما تعملون محيط,11,92,11
11##93,و يا قوم اعملوا علي مكانتكم اني عامل سوف تعلمون من ياتيه عذاب يخزيه و من هو كاذب و ارتقبوا اني معكم رقيب,11,93,11
11##94,و لما جا امرنا نجينا شعيبا و الذين امنوا معه برحمه منا و اخذت الذين ظلموا الصيحه فاصبحوا في ديارهم جاثمين,11,94,11
11##95,كان لم يغنوا فيها الا بعدا لمدين كما بعدت ثمود,11,95,11
11##96,و لقد ارسلنا موسي باياتنا و سلطان مبين,11,96,11
11##97,الي فرعون و ملئه فاتبعوا امر فرعون و ما امر فرعون برشيد,11,97,11
11##98,يقدم قومه يوم القيامه فاوردهم النار و بئس الورد المورود,11,98,38
11##99,و اتبعوا في هذه لعنه و يوم القيامه بئس الرفد المرفود,11,99,11
11##100,ذلك من انبا القري نقصه عليك منها قائم و حصيد,11,100,11
11##101,و ما ظلمناهم و لكن ظلموا انفسهم فما اغنت عنهم الهتهم التي يدعون من دون الله من شي لما جا امر ربك و ما زادوهم غير تتبيب,11,101,11
11##102,و كذلك اخذ ربك اذا اخذ القري و هي ظالمه ان اخذه اليم شديد,11,102,11
11##103,ان في ذلك لايه لمن خاف عذاب الاخره ذلك يوم مجموع له الناس و ذلك يوم مشهود,11,103,11
11##104,و ما نوخره الا لاجل معدود,11,104,11
11##105,يوم يات لا تكلم نفس الا باذنه فمنهم شقي و سعيد,11,105,11
11##106,فاما الذين شقوا ففي النار لهم فيها زفير و شهيق,11,106,40
11##107,خالدين فيها ما دامت السماوات و الارض الا ما شا ربك ان ربك فعال لما يريد,11,107,20
11##108,و اما الذين سعدوا ففي الجنه خالدين فيها ما دامت السماوات و الارض الا ما شا ربك عطا غير مجذوذ,11,108,11
11##109,فلا تك في مريه مما يعبد هولا ما يعبدون الا كما يعبد اباوهم من قبل و انا لموفوهم نصيبهم غير منقوص,11,109,11
11##110,و لقد اتينا موسي الكتاب فاختلف فيه و لو لا كلمه سبقت من ربك لقضي بينهم و انهم لفي شك منه مريب,11,110,11
11##111,و ان كلا لما ليوفينهم ربك اعمالهم انه بما يعملون خبير,11,111,16
11##112,فاستقم كما امرت و من تاب معك و لا تطغوا انه بما تعملون بصير,11,112,6
11##113,و لا تركنوا الي الذين ظلموا فتمسكم النار و ما لكم من دون الله من اوليا ثم لا تنصرون,11,113,11
11##114,و اقم الصلاه طرفي النهار و زلفا من الليل ان الحسنات يذهبن السيئات ذلك ذكري للذاكرين,11,114,11
